lv-R,lv-G,lv-B,lv-W,mix_W_2000_r_ratio_current,mix_W_2000_g_ratio_current,mix_W_2000_b_ratio_current,w_4000_current
299.5,409.7,222.3,244.2,1400.0,300.0,500.0,3900.0
240.6,345.7,173.0,213.5,1400.0,300.0,500.0,3500.0
239.2,363.8,189.4,206.2,1200.0,300.0,500.0,3900.0
278.1,384.5,199.0,225.6,1400.0,300.0,500.0,3500.0
238.4,359.0,181.0,216.9,2900.0,600.0,800.0,6000.0
225.1,343.4,169.2,221.8,1400.0,300.0,500.0,3900.0
276.6,388.2,189.4,229.0,1400.0,300.0,500.0,3900.0
227.3,341.4,179.3,227.8,1400.0,300.0,500.0,3900.0
274.4,374.6,200.7,226.8,1400.0,300.0,500.0,3900.0
234.7,345.1,182.7,220.0,1800.0,300.0,500.0,4600.0
280.6,400.3,195.7,224.4,1800.0,300.0,500.0,4600.0
257.5,339.7,192.3,230.4,1400.0,300.0,500.0,3900.0
264.8,359.0,191.7,226.8,1200.0,200.0,400.0,3100.0
268.2,374.0,181.0,238.2,1400.0,300.0,500.0,3900.0
223.7,340.0,173.6,216.2,1200.0,200.0,400.0,2800.0
290.7,417.1,213.7,256.8,1800.0,300.0,500.0,4600.0
268.4,389.2,186.6,244.2,1400.0,300.0,500.0,3900.0
261.4,363.5,182.7,223.7,1400.0,300.0,500.0,3300.0
239.4,338.6,174.7,236.7,1800.0,300.0,500.0,4600.0
222.0,384.7,168.6,249.3,1400.0,300.0,500.0,3900.0
284.2,401.2,200.7,240.4,1500.0,200.0,500.0,4200.0
222.9,334.3,173.0,232.9,1800.0,500.0,700.0,5100.0
268.2,368.9,194.0,243.0,1900.0,300.0,600.0,4400.0
261.1,381.1,180.5,239.4,1700.0,450.0,500.0,4000.0
216.7,355.3,172.4,229.3,1600.0,200.0,600.0,4400.0
270.2,372.3,207.6,209.7,1700.0,450.0,650.0,4000.0
274.2,388.2,199.0,251.3,1400.0,300.0,500.0,3900.0
38.1,297.2,155.1,120.1,2200.0,600.0,900.0,5900.0
279.2,360.7,208.7,249.1,2700.0,900.0,900.0,5500.0
202.3,364.4,199.0,184.0,2000.0,500.0,600.0,5500.0
41.5,309.2,177.6,111.1,1600.0,400.0,500.0,5200.0
35.0,279.2,168.6,114.8,2000.0,500.0,600.0,5500.0
44.5,339.5,187.1,120.4,2000.0,500.0,600.0,5900.0
71.3,353.7,212.0,142.9,1900.0,400.0,500.0,4700.0
62.0,329.0,190.6,127.8,2000.0,500.0,600.0,5500.0
33.3,283.9,173.0,113.8,1600.0,300.0,500.0,5100.0
42.8,324.8,188.3,118.2,2000.0,500.0,600.0,5500.0
293.6,399.2,211.6,242.8,2000.0,500.0,600.0,5000.0
65.7,366.1,214.8,137.5,1700.0,300.0,400.0,3700.0
298.9,404.0,227.8,252.5,2000.0,500.0,600.0,5100.0
71.0,346.3,188.3,130.3,2000.0,500.0,600.0,5800.0
104.9,316.3,202.4,140.6,1800.0,400.0,600.0,3900.0
42.8,316.6,194.6,119.1,2000.0,500.0,600.0,5500.0
43.1,318.0,201.8,126.4,2000.0,500.0,600.0,4800.0
207.6,423.6,197.8,250.0,1800.0,400.0,500.0,5100.0
217.8,448.1,204.7,325.1,2000.0,500.0,500.0,4900.0
32.7,310.3,153.3,136.6,1800.0,400.0,500.0,5100.0
48.8,306.0,162.3,145.2,2000.0,500.0,500.0,5100.0
49.9,347.9,187.1,146.9,1800.0,400.0,500.0,5100.0
133.8,339.5,156.6,214.2,2300.0,600.0,600.0,5100.0
32.2,297.5,135.2,162.5,1800.0,400.0,500.0,5100.0
89.6,335.5,168.0,162.0,1800.0,400.0,500.0,5100.0
30.5,294.2,135.2,149.6,1800.0,400.0,500.0,5100.0
35.2,313.1,146.5,141.1,2000.0,500.0,500.0,5100.0
38.3,347.6,177.6,160.8,2300.0,600.0,600.0,6000.0
137.2,349.4,163.5,190.8,2800.0,800.0,600.0,6000.0
186.5,394.1,197.8,213.3,2000.0,500.0,500.0,4000.0
38.3,360.7,168.0,163.4,1900.0,400.0,500.0,5100.0
67.9,314.0,149.3,150.6,1900.0,500.0,500.0,5100.0
46.5,328.1,149.3,164.8,1800.0,400.0,500.0,5100.0
31.3,291.0,135.8,118.4,1800.0,400.0,500.0,5700.0
77.3,340.3,155.4,151.8,2200.0,600.0,600.0,6000.0
34.7,335.8,169.6,143.6,1800.0,400.0,500.0,5100.0
175.0,385.9,182.2,234.6,1800.0,400.0,500.0,5100.0
51.3,316.6,179.9,129.0,2000.0,500.0,600.0,5500.0
215.0,394.7,178.2,274.5,1800.0,400.0,500.0,5100.0
177.8,368.3,165.7,199.9,2000.0,500.0,500.0,5100.0
195.3,397.5,184.8,284.6,1800.0,400.0,500.0,5100.0
32.2,338.6,169.6,157.6,2000.0,400.0,500.0,5100.0
48.0,333.8,186.0,129.5,1700.0,300.0,500.0,4000.0
77.5,347.6,181.0,150.9,2000.0,500.0,500.0,5600.0
174.4,356.7,167.5,223.5,1800.0,400.0,500.0,5100.0
265.7,382.2,196.9,210.9,2000.0,500.0,600.0,5500.0
55.9,309.8,186.0,127.1,1900.0,500.0,600.0,5500.0
47.4,320.2,195.2,125.7,1900.0,500.0,600.0,5100.0
277.2,450.4,223.4,249.8,2000.0,500.0,600.0,5100.0
58.6,335.8,213.7,129.3,1600.0,400.0,500.0,4500.0
42.5,341.7,192.3,119.1,1800.0,400.0,600.0,5200.0
49.6,329.6,186.0,121.8,2000.0,500.0,600.0,5200.0
46.5,323.9,179.9,121.0,1700.0,400.0,500.0,5200.0
113.8,316.8,174.2,132.7,1900.0,400.0,500.0,4800.0
42.3,307.8,180.5,116.7,1700.0,300.0,500.0,4600.0
297.8,394.7,220.0,236.0,2100.0,500.0,600.0,5500.0
38.9,301.5,170.1,117.2,2000.0,500.0,600.0,5800.0
38.1,316.8,188.9,124.5,2000.0,500.0,600.0,5500.0
117.8,334.1,155.4,178.7,1800.0,400.0,500.0,5100.0
57.2,309.8,145.9,156.9,1800.0,400.0,500.0,5100.0
36.1,332.1,165.7,150.6,1800.0,400.0,500.0,5100.0
114.1,373.2,178.2,199.0,1800.0,400.0,500.0,5100.0
197.5,416.2,206.4,244.0,1800.0,400.0,500.0,3900.0
320.6,424.9,215.4,267.0,1800.0,400.0,500.0,4700.0
271.6,381.4,207.0,219.3,2200.0,600.0,700.0,5900.0
40.1,316.6,191.7,116.2,1900.0,400.0,600.0,5500.0
55.3,363.2,199.0,129.0,2000.0,500.0,600.0,5500.0
315.0,439.1,216.0,260.4,1700.0,300.0,500.0,4500.0
44.5,300.7,174.2,129.0,2000.0,500.0,600.0,5500.0
35.5,291.0,174.2,125.2,2000.0,500.0,600.0,5500.0
45.4,334.1,188.3,128.3,2000.0,500.0,600.0,5500.0
70.7,334.1,188.9,134.6,2000.0,500.0,600.0,4800.0
309.4,440.2,229.5,249.3,5400.0,800.0,900.0,5500.0
71.3,308.9,172.4,123.5,2000.0,500.0,600.0,5200.0
284.0,404.5,207.6,250.0,1800.0,400.0,500.0,4800.0
47.7,323.9,207.0,124.2,2100.0,500.0,600.0,5500.0
42.3,304.3,184.8,122.2,1800.0,400.0,500.0,5500.0
46.0,332.6,181.6,125.9,2000.0,500.0,600.0,5500.0
76.1,329.3,191.1,133.0,2000.0,500.0,600.0,5500.0
51.3,336.9,196.3,119.6,1800.0,400.0,500.0,4700.0
198.9,389.0,186.0,212.8,2800.0,700.0,800.0,5500.0
45.1,336.4,206.4,127.6,1800.0,400.0,500.0,5100.0
47.4,348.5,195.2,126.7,2500.0,700.0,800.0,5900.0
60.3,345.7,211.0,138.8,2000.0,500.0,600.0,5500.0
48.0,350.2,202.4,140.9,2000.0,500.0,600.0,5500.0
43.7,338.4,205.3,122.2,2000.0,500.0,600.0,4500.0
319.5,418.1,222.8,257.8,1800.0,400.0,500.0,5100.0
277.5,387.3,203.0,234.3,1800.0,400.0,600.0,5500.0
36.4,320.2,182.7,124.9,2000.0,500.0,600.0,5800.0
43.4,334.9,196.9,120.1,2000.0,500.0,600.0,5500.0
305.4,464.0,245.4,269.2,1800.0,400.0,500.0,4600.0
320.3,473.7,237.5,258.1,1900.0,400.0,500.0,4700.0
311.8,420.1,211.6,247.9,2000.0,500.0,600.0,5100.0
286.0,422.4,212.0,248.3,1900.0,400.0,500.0,5100.0
301.8,410.5,212.5,250.5,2000.0,500.0,600.0,5500.0
275.5,396.3,196.9,255.4,1700.0,400.0,500.0,4600.0
45.7,357.6,183.3,130.7,2500.0,600.0,700.0,5500.0
40.9,306.0,181.0,125.2,2000.0,500.0,600.0,4800.0
49.3,321.0,197.4,119.6,2300.0,600.0,700.0,5500.0
45.1,323.3,188.3,124.0,1500.0,300.0,400.0,4400.0
229.6,426.9,194.6,331.4,2200.0,600.0,500.0,5100.0
217.3,388.8,170.7,303.8,2000.0,400.0,500.0,5100.0
128.2,342.0,183.7,144.6,1800.0,400.0,500.0,5500.0
123.4,373.7,186.6,182.3,1800.0,400.0,500.0,5100.0
33.0,303.8,148.2,148.4,2000.0,300.0,500.0,4800.0
232.2,425.8,196.3,288.3,2000.0,400.0,600.0,4900.0
35.0,303.5,148.2,146.2,1800.0,300.0,500.0,4400.0
51.6,342.6,163.5,160.5,2000.0,400.0,600.0,5400.0
31.3,312.8,144.2,147.4,1800.0,300.0,500.0,4400.0
38.9,312.8,147.6,156.7,2100.0,400.0,600.0,5400.0
189.9,395.3,158.9,327.7,2000.0,400.0,600.0,4900.0
58.3,329.0,162.9,154.0,2000.0,400.0,600.0,4900.0
33.6,330.7,147.0,162.7,1700.0,300.0,500.0,4100.0
101.4,308.6,130.6,185.2,2000.0,400.0,600.0,4900.0
34.7,332.1,166.3,154.7,1800.0,300.0,500.0,4800.0
53.6,310.6,150.5,145.2,1800.0,300.0,500.0,4400.0
232.4,438.8,180.5,311.0,2400.0,600.0,600.0,5300.0
64.5,278.9,132.3,161.2,2000.0,400.0,600.0,4900.0
40.9,339.7,181.0,185.9,1800.0,300.0,500.0,4400.0
34.7,355.9,175.9,149.9,2100.0,500.0,600.0,4400.0
41.8,314.5,151.0,149.4,2100.0,400.0,600.0,5700.0
73.0,331.0,164.6,157.8,2100.0,500.0,600.0,4400.0
120.0,351.7,152.8,201.4,1800.0,300.0,500.0,4300.0
32.4,331.6,158.9,146.7,2100.0,300.0,500.0,4900.0
124.8,362.7,165.7,211.1,2100.0,300.0,500.0,4400.0
212.4,399.2,170.7,318.1,2600.0,700.0,700.0,5800.0
38.9,311.2,153.9,132.7,1800.0,400.0,500.0,5100.0
35.8,303.8,147.0,160.5,2200.0,500.0,600.0,5300.0
44.8,335.5,166.3,173.1,2000.0,400.0,600.0,4900.0
127.6,338.1,155.1,205.1,2000.0,400.0,600.0,4900.0
31.9,308.9,147.6,138.8,1800.0,300.0,500.0,4400.0
229.6,418.4,175.9,307.2,1900.0,300.0,500.0,4700.0
205.9,398.9,161.2,371.3,1800.0,300.0,500.0,4400.0
225.3,407.1,175.9,309.3,2100.0,400.0,600.0,4900.0
38.6,356.7,173.0,169.7,2000.0,400.0,600.0,4900.0
41.5,331.6,170.1,161.2,2000.0,400.0,600.0,4900.0
42.3,387.9,195.7,153.7,2100.0,300.0,500.0,4400.0
38.6,348.2,166.3,154.2,2300.0,400.0,600.0,5600.0
32.7,355.9,169.2,158.8,2100.0,300.0,500.0,4400.0
44.8,357.6,172.4,161.7,2100.0,500.0,500.0,4000.0
48.2,329.6,163.5,159.0,2100.0,300.0,500.0,5300.0
42.8,365.5,184.3,149.9,2100.0,500.0,600.0,4400.0
178.6,366.1,157.2,282.8,2300.0,500.0,600.0,4400.0
42.5,325.1,155.1,161.2,2100.0,600.0,600.0,5100.0
47.4,353.7,177.6,181.4,2100.0,500.0,600.0,4900.0
41.5,338.6,162.9,155.4,2100.0,500.0,600.0,4400.0
36.9,327.3,156.6,153.5,2100.0,500.0,600.0,4400.0
31.9,329.8,170.7,146.9,2100.0,500.0,600.0,4400.0
261.7,467.1,208.7,338.4,2100.0,500.0,600.0,4900.0
34.4,327.6,160.0,145.5,1900.0,300.0,500.0,4700.0
35.8,318.5,162.9,143.8,2100.0,500.0,600.0,4800.0
47.4,343.1,158.9,178.4,2100.0,300.0,500.0,5300.0
43.1,355.0,178.2,162.2,2100.0,500.0,600.0,4800.0
88.5,312.5,147.6,157.2,2100.0,600.0,600.0,5400.0
42.1,352.8,167.5,185.5,2200.0,500.0,600.0,4900.0
51.3,335.8,165.7,160.0,2000.0,400.0,600.0,5300.0
51.3,332.4,165.7,168.5,2100.0,300.0,500.0,4400.0
34.4,339.7,161.2,154.0,1800.0,300.0,500.0,4300.0
45.4,307.5,144.2,148.7,1800.0,300.0,500.0,5000.0
193.6,372.3,153.3,294.1,2300.0,700.0,700.0,6000.0
36.4,334.9,156.6,170.2,2100.0,500.0,600.0,4400.0
49.6,352.8,162.9,173.3,1900.0,300.0,500.0,5200.0
35.2,329.3,162.3,183.0,1800.0,300.0,500.0,4400.0
55.6,293.9,139.8,155.4,2900.0,800.0,800.0,5800.0
189.9,397.7,165.2,282.8,2200.0,600.0,600.0,5300.0
31.0,328.1,160.6,145.2,1900.0,400.0,500.0,5100.0
48.5,354.1,186.0,151.8,1600.0,400.0,400.0,4500.0
36.6,348.5,164.6,141.1,2000.0,500.0,500.0,5200.0
65.7,327.8,149.3,182.3,1800.0,400.0,500.0,5100.0
228.8,424.1,175.3,318.8,1800.0,400.0,500.0,5100.0
42.1,337.5,171.9,154.7,2400.0,600.0,600.0,6000.0
34.2,307.2,157.2,133.9,1800.0,400.0,500.0,5100.0
36.1,330.1,160.0,147.2,2000.0,500.0,600.0,5100.0
32.7,318.8,157.2,147.9,1800.0,400.0,500.0,5100.0
222.9,387.3,171.3,293.1,2300.0,600.0,600.0,6000.0
134.4,367.8,172.4,179.2,1800.0,400.0,500.0,5100.0
33.3,317.7,160.6,143.1,1800.0,400.0,500.0,5100.0
84.8,348.5,166.9,145.7,1700.0,400.0,300.0,5000.0
41.5,321.6,189.4,123.5,2000.0,500.0,600.0,5700.0
183.4,352.5,192.9,174.8,2000.0,500.0,600.0,5800.0
75.3,319.3,184.8,131.5,2000.0,500.0,600.0,5500.0
90.5,324.8,184.3,134.8,1700.0,400.0,500.0,5000.0
51.6,323.1,193.4,121.8,2000.0,500.0,600.0,5500.0
81.2,319.0,181.0,135.3,1700.0,400.0,500.0,4800.0
224.9,382.7,150.5,260.4,2600.0,1000.0,800.0,6000.0
212.4,402.3,159.4,282.8,2575.0,900.0,800.0,6000.0
260.4,409.4,182.2,268.7,2600.0,750.0,800.0,6000.0
238.4,389.8,171.3,261.7,2575.0,900.0,800.0,5400.0
236.7,409.7,187.7,273.3,2600.0,750.0,800.0,4700.0
244.6,401.5,177.6,281.5,2900.0,900.0,800.0,6000.0
242.8,422.4,188.9,302.8,2600.0,900.0,800.0,5700.0
36.6,280.3,141.3,120.9,2575.0,900.0,800.0,5900.0
242.0,395.8,170.7,275.7,2300.0,800.0,700.0,6000.0
214.4,391.5,158.3,281.8,2600.0,750.0,800.0,5800.0
254.6,405.1,169.6,276.5,2575.0,900.0,800.0,6000.0
239.7,406.8,171.9,285.1,2575.0,900.0,800.0,6000.0
220.9,362.4,165.7,255.9,1900.0,600.0,500.0,4500.0
186.5,317.7,136.3,243.5,2700.0,900.0,800.0,5500.0
210.5,432.6,184.3,293.4,2575.0,900.0,700.0,4900.0
243.1,411.9,172.4,283.2,2100.0,800.0,700.0,5000.0
241.1,393.8,164.0,270.7,2575.0,900.0,800.0,5500.0
248.2,411.6,184.8,289.5,2800.0,900.0,700.0,6000.0
241.4,397.7,170.1,271.4,2600.0,900.0,800.0,5800.0
225.6,404.3,174.7,262.6,2200.0,800.0,700.0,5000.0
253.5,408.0,177.0,266.2,2400.0,800.0,700.0,6000.0
235.0,419.6,170.7,295.8,2300.0,800.0,700.0,4500.0
222.0,384.5,152.2,273.0,2575.0,900.0,800.0,6000.0
256.1,428.6,183.3,315.6,2700.0,1000.0,800.0,6000.0
30.7,309.2,144.7,132.5,2400.0,900.0,700.0,4900.0
74.1,288.2,140.9,146.0,2400.0,900.0,700.0,5600.0
222.9,378.0,152.2,265.1,2575.0,900.0,800.0,6000.0
205.4,337.5,138.6,248.1,2575.0,900.0,800.0,5600.0
198.6,370.0,161.2,291.2,2575.0,900.0,800.0,5800.0
249.3,409.1,186.6,309.8,2575.0,900.0,800.0,5900.0
32.7,297.5,150.5,130.5,1900.0,600.0,500.0,4500.0
211.5,381.4,175.3,272.1,2700.0,900.0,700.0,6000.0
213.8,389.8,173.0,269.9,2575.0,900.0,800.0,4900.0
245.4,426.9,173.0,314.0,2575.0,900.0,800.0,4900.0
206.8,381.4,154.5,293.4,2600.0,750.0,800.0,5800.0
221.2,411.0,166.9,282.8,2575.0,900.0,700.0,4900.0
222.6,369.4,169.6,291.4,2900.0,1000.0,800.0,6000.0
218.6,406.0,172.4,264.4,2575.0,900.0,800.0,5900.0
249.9,421.3,190.0,296.3,2200.0,800.0,700.0,5000.0
237.2,457.2,199.5,318.3,2600.0,750.0,800.0,5800.0
233.5,411.6,172.4,282.0,2300.0,800.0,700.0,4900.0
230.8,388.8,175.3,280.8,2400.0,800.0,700.0,6000.0
273.0,446.7,187.7,317.1,2100.0,800.0,700.0,4500.0
221.7,412.5,171.9,290.0,2175.0,700.0,600.0,4500.0
221.7,380.8,170.7,266.2,2800.0,1000.0,900.0,6000.0
265.1,422.7,173.6,287.1,2600.0,750.0,800.0,6000.0
198.3,410.3,162.9,293.4,2600.0,750.0,800.0,5800.0
231.6,402.1,170.1,272.1,2150.0,800.0,700.0,4500.0
249.0,424.9,177.0,300.4,2400.0,900.0,800.0,6000.0
207.9,386.2,169.2,280.5,3100.0,1100.0,1000.0,6000.0
252.5,455.2,194.6,303.8,2250.0,800.0,700.0,4900.0
250.2,420.7,191.1,304.8,2400.0,900.0,700.0,4500.0
241.7,395.5,164.6,272.5,2700.0,1000.0,900.0,6000.0
253.0,386.2,176.4,263.9,2188.0,800.0,700.0,6000.0
250.7,388.2,180.5,280.8,2600.0,1000.0,800.0,6000.0
175.3,307.8,132.9,229.3,2575.0,900.0,800.0,6000.0
158.3,299.8,128.3,232.6,2600.0,750.0,800.0,5800.0
156.6,298.7,121.1,238.2,2900.0,1100.0,900.0,6000.0
148.2,293.3,116.5,236.5,2575.0,900.0,800.0,5400.0
129.9,253.7,95.7,204.6,3800.0,1400.0,1300.0,6000.0
178.6,320.8,139.8,243.8,2400.0,900.0,800.0,6000.0
241.7,423.0,176.4,280.3,2575.0,900.0,800.0,4900.0
258.4,423.3,175.9,292.7,2800.0,1100.0,1000.0,6000.0
207.6,371.7,153.3,275.0,4200.0,1300.0,1100.0,6000.0
212.7,373.2,164.6,259.5,2600.0,900.0,800.0,6000.0
214.4,402.6,157.2,299.4,2575.0,900.0,800.0,5400.0
242.0,406.5,164.0,283.0,3100.0,1200.0,1100.0,6000.0
246.7,399.5,182.2,299.2,2575.0,900.0,800.0,4900.0
225.1,411.6,173.0,293.4,2800.0,1000.0,800.0,6000.0
228.2,392.4,178.2,350.3,2575.0,900.0,800.0,4900.0
205.1,389.2,168.0,275.2,2550.0,900.0,800.0,5800.0
214.7,395.5,173.6,371.6,2400.0,900.0,700.0,4500.0
167.7,309.8,127.2,208.7,2700.0,900.0,800.0,6000.0
